,Comm_10km,Comm_5km,Comm_3km,binomio,Group,LBCE,Genero,Especie,Estado,Localidade,mes,ano,sexo,trilha,LON,LAT,esforco_amostral,bioma,InfeccaoT_cruzi_Hemocultivo,Interpretacao_hemocultivo,Tipagem,InfeccaoT_cruzi_Ifat,Interpretacao_soro,Exame_fresco,Interpretacao_final,Infeccao_Leishmania,Interpretacao,Corpo,Cauda,Orelha,Pe_c_unha,Pe_s_unha,Peso,total_area_sqkm_Comm_3km,ForCov_Area_Sqkm_3km,ForCov_Prop_3km,Edge_length_km_3km,ForCov_5yrs_Area_Sqkm_3km,ForCov_5yrs_Prop_3km,Edge_5yrs_length_km_3km,ForLoss_Area_Sqkm_3km,Edge_length_change_km_3km,min_NDVI_3Km,mean_NDVI_3Km,max_NDVI_3Km,total_area_sqkm_Comm_5km,ForCov_Area_Sqkm_5km,ForCov_Prop_5km,Edge_length_km_5km,ForCov_5yrs_Area_Sqkm_5km,ForCov_5yrs_Prop_5km,Edge_5yrs_length_km_5km,ForLoss_Area_Sqkm_5km,Edge_length_change_km_5km,min_NDVI_5Km,mean_NDVI_5Km,max_NDVI_5Km,total_area_sqkm_Comm_10km,ForCov_Area_Sqkm_10km,ForCov_Prop_10km,Edge_length_km_10km,ForCov_5yrs_Area_Sqkm_10km,ForCov_5yrs_Prop_10km,Edge_5yrs_length_km_10km,ForLoss_Area_Sqkm_10km,Edge_length_change_km_10km,min_NDVI_10Km,mean_NDVI_10Km,max_NDVI_10Km,Corpo_median,Cauda_median,Peso_median,Vertebrate,Invertebrate,Plant,Seed,Fruit,Root,Leaf,Woody,Herbaceous,ForStrat.Value,Activity.Nocturnal,Activity.Crepuscular,Activity.Diurnal,Shannon_H_3km,Menhinick_3km,Fisher_alpha_3km,FDis_3km,FRic_3km,RaoQ_3km,Riqueza_3km,FEve_3km,prev_3Km_final,prev_3Km_hemocultivo,Shannon_H_5km,Menhinick_5km,Fisher_alpha_5km,FDis_5km,FRic_5km,RaoQ_5km,Riqueza_5km,FEve_5km,prev_5Km_final,prev_5Km_hemocultivo,Shannon_H_10km,Menhinick_10km,Fisher_alpha_10km,FDis_10km,FRic_10km,RaoQ_10km,Riqueza_10km,FEve_10km,prev_10Km_final,prev_10Km_hemocultivo
1926,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6088,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,NA,NA,NA,negativo,NA,NA,340,330,NA,NA,NA,840,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1967,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6089,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,1_40,positivo,NA,positivo,NA,NA,360,336,NA,NA,NA,840,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1928,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6090,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_80,positivo,NA,positivo,NA,NA,382,338,NA,NA,NA,1040,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1969,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6091,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_320,positivo,NA,positivo,NA,NA,370,350,NA,NA,NA,1340,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1970,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6092,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_320,positivo,NA,positivo,NA,NA,330,310,NA,NA,NA,670,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1971,Teresopolis_1,Teresopolis_1,Teresopolis_2,Philander_quica,marsupial,6093,Philander,quica,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_160,positivo,NA,positivo,NA,NA,290,312,NA,NA,NA,380,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,260,285,320,1,1,1,0,1,0,0,0,0,S,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1972,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6094,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,1_10,negativo,NA,negativo,NA,NA,228,220,NA,NA,NA,120,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
2013,Teresopolis_1,Teresopolis_1,Teresopolis_2,Philander_quica,marsupial,6095,Philander,quica,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_80,positivo,NA,positivo,NA,NA,270,304,NA,NA,NA,320,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,260,285,320,1,1,1,0,1,0,0,0,0,S,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1947,Teresopolis_1,Teresopolis_1,Teresopolis_2,Didelphis_aurita,marsupial,6096,Didelphis,aurita,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_10,negativo,NA,negativo,NA,NA,400,352,NA,NA,NA,1220,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,340,325,850,1,1,1,0,0,0,0,0,0,S,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1935,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6097,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_20,positivo,NA,positivo,NA,NA,110,79,17,26,24,38.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
2018,Teresopolis_1,Teresopolis_1,Teresopolis_2,Oligoryzomys_nigripes,rodent,6098,Oligoryzomys,nigripes,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_20,positivo,NA,positivo,NA,NA,99,112,14,23,21,25,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,90,117,20,0,0,1,0,0,0,0,0,0,G,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1937,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6099,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_40,positivo,NA,positivo,NA,NA,100,79,14,25,23,23.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1938,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6100,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,1_20,positivo,NA,positivo,NA,NA,108,81,13,24,22,33,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1939,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6101,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_10,positivo,NA,positivo,NA,NA,130,80,12,25,23,36.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1940,Teresopolis_1,Teresopolis_1,Teresopolis_2,Oligoryzomys_nigripes,rodent,6102,Oligoryzomys,nigripes,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,0,negativo,NA,negativo,NA,NA,95,116,13,16,14,25,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,90,117,20,0,0,1,0,0,0,0,0,0,G,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1941,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6103,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,1_10,positivo,NA,positivo,NA,NA,92,70,14,25,23,23.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1942,Teresopolis_1,Teresopolis_1,Teresopolis_2,Oligoryzomys_nigripes,rodent,6104,Oligoryzomys,nigripes,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_10,positivo,NA,positivo,NA,NA,89,114,12,25,23,16,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,90,117,20,0,0,1,0,0,0,0,0,0,G,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1943,Teresopolis_1,Teresopolis_1,Teresopolis_2,Oligoryzomys_nigripes,rodent,6105,Oligoryzomys,nigripes,Rio_de_Janeiro,Teresopolis,5,2004,M,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,NA,NA,NA,negativo,NA,NA,90,127,13,26,25,22.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,90,117,20,0,0,1,0,0,0,0,0,0,G,1,0,0,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1944,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6106,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,F,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,NA,NA,NA,negativo,NA,NA,91,65,14,24,23,17.5,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1945,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_montensis,rodent,6107,Akodon,montensis,Rio_de_Janeiro,Teresopolis,5,2004,NA,Fragmento_1,-42.875825,-22.28692778,12240,Mata_Atlantica,negativo,negativo,NA,1_10,positivo,NA,positivo,NA,NA,92,77,12,27,25,28,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,108,85,30,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
1946,Teresopolis_1,Teresopolis_1,Teresopolis_2,Akodon_cursor,rodent,6108,Akodon,cursor,Rio_de_Janeiro,Teresopolis,5,2004,NA,Fragmento_5,-42.85855278,-22.27739167,12240,Mata_Atlantica,negativo,negativo,NA,1_10,positivo,NA,positivo,NA,NA,118,85,14,26,24,35,78.1517930179,39.5920259165301,0.506604191555078,389.917711184407,39.8366726629269,0.509734596335372,390.044620963214,0.244646746396803,-0.126909778807033,0.708858311,0.7218374855,0.735754132,261.865993339,132.871567879704,0.507402913236985,1280.719559967,132.386211295522,0.505549459193326,1271.627882924,-0.485356584182,9.09167704299989,0.708858311,0.722141653,0.735754132,683.571347706999,388.05829562658,0.567868128335187,3230.468654387,385.480692564795,0.56410267553494,3231.032777999,-2.577603061785,-0.564123612000003,0.708858311,0.722141653,0.735754132,118,88,45,0,1,1,0,0,0,0,0,0,G,1,1,1,1.746676,0.8665782,3.164043,3.322325,18.61512,12.12239,14,0.5182684,0.2695312,0.004032258,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803,1.849428,0.7008766,2.823749,3.25141,18.61512,11.86711,14,0.4555298,0.2020725,0.005633803
